id,competition_id,full_name,first_name,last_name,known_as,shorthand,age,height,weight,league,league_type,season,starting_year,ending_year,national_team_id,url,club_team_id,club_team_2_id,position,minutes_played_overall,minutes_played_home,minutes_played_away,birthday,nationality,continent,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,clean_sheets_home,clean_sheets_away,clean_sheets_overall,conceded_overall,conceded_home,conceded_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,penalty_success,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,clean_sheets_per_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,cards_overall,yellow_cards_overall,red_cards_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer,last_match_timestamp,detailed
588010,14937,Anouar Ait El Hadj,Anouar Ait,El Hadj,Anouar Ait El Hadj,anouar-ait-el-hadj,23,174,0,Pro League,Domestic League,2025/2026,2025,2026,0,https://footystats.org/players/belgium/anouar-ait-el-hadj,2572,-1,Midfielder,0,0,0,1019286000,Belgium,eu,2,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1754765100,
205031,14937,Ousseynou Niang,Ousseynou,Niang,Ousseynou Niang,ousseynou-niang,23,168,0,Pro League,Domestic League,2025/2026,2025,2026,0,https://footystats.org/players/senegal/ousseynou-niang,2572,-1,Forward,90,0,90,1002870000,Senegal,eu,2,0,2,0,0,0,0,0,0,1,0,1,1,0,1,0,0,-1,1,1,0,0,0,0,0,1,90,1,1,0,45,90,90,1,-1,-1,-1,3,1754765100,
9536,14937,Christian Albert Elliot Burgess,Christian  Albert Elliot,Burgess,Christian Burgess,christian-burgess,33,196,84,Pro League,Domestic League,2025/2026,2025,2026,0,https://footystats.org/players/england/christian-burgess,2572,-1,Defender,180,0,180,686818800,England,eu,2,0,2,0,0,0,0,0,0,2,0,2,1,0,1,0,0,-1,0.5,0.5,0,0,0,0,0,1,90,1,1,0,90,180,180,0.5,-1,-1,-1,13,1754765100,
693013,14937,Fedde Leysen,Fedde,Leysen,Fedde Leysen,fedde-leysen,22,0,0,Pro League,Domestic League,2025/2026,2025,2026,0,https://footystats.org/players/belgium/fedde-leysen,2572,-1,Defender,180,0,180,1057734000,Belgium,eu,2,0,2,1,0,1,0,0,0,2,0,2,1,1,0,0,0,-1,1,0.5,0.5,0,0,0.5,180,1,90,1,1,0,90,180,180,0.5,-1,-1,-1,1,1754765100,
21553,14937,Alessio Daniel Castro-Montes,Alessio Daniel,Castro-Montes,Alessio Castro-Montes,alessio-castro-montes,28,175,67,Pro League,Domestic League,2025/2026,2025,2026,0,https://footystats.org/players/belgium/alessio-castro-montes,2572,-1,Midfielder,90,0,90,863852400,Belgium,eu,2,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,90,0,0,0,45,0,0,0,-1,-1,-1,19,1753469100,
638694,14937,Vic Chambaere,Vic,Chambaere,Vic Chambaere,vic-chambaere,22,190,77,Pro League,Domestic League,2025/2026,2025,2026,0,https://footystats.org/players/belgium/vic-chambaere,2572,-1,Goalkeeper,180,0,180,1042185600,Belgium,eu,2,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,90,0,0,0,90,0,0,0,-1,-1,-1,18,1754765100,
181140,14937,Charles Vanhoutte,Charles,Vanhoutte,Charles Vanhoutte,charles-vanhoutte,26,182,74,Pro League,Domestic League,2025/2026,2025,2026,0,https://footystats.org/players/belgium/charles-vanhoutte,2572,-1,Midfielder,180,0,180,905929200,Belgium,eu,2,0,2,0,0,0,0,0,0,2,0,2,1,0,1,0,0,-1,0.5,0.5,0,0,0,0,0,1,90,1,1,0,90,180,180,0.5,-1,-1,-1,17,1754765100,
29387,14937,Kevin Mac Allister,Kevin,Mac Allister,Kevin Mac Allister,kevin-mac-allister,27,175,70,Pro League,Domestic League,2025/2026,2025,2026,0,https://footystats.org/players/argentina/kevin-mac-allister,2572,-1,Defender,90,0,90,878889600,Argentina,eu,2,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,90,0,0,0,45,0,0,0,-1,-1,-1,16,1754765100,
819808,14937,Promise Oluwatobi Emmanuel Akinpelu,Promise Oluwatobi Emmanuel,Akinpelu,Promise Oluwatobi Emmanuel Akinpelu,promise-oluwatobi-emmanuel-akinpelu,24,196,91,Pro League,Domestic League,2025/2026,2025,2026,0,https://footystats.org/players/canada/promise-oluwatobi-emmanuel-akinpelu,2572,-1,Forward,0,0,0,994143600,Canada,eu,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1753469100,
790963,14937,Kamiel Van de Perre,Kamiel,Van de Perre,Kamiel Van de Perre,kamiel-van-de-perre,21,0,0,Pro League,Domestic League,2025/2026,2025,2026,0,https://footystats.org/players/belgium/kamiel-van-de-perre,2572,-1,Midfielder,0,0,0,1076572800,Belgium,eu,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1753469100,
729733,14937,Raul Alexander Florucz,Raul Alexander,Florucz,Raul Alexander Florucz,raul-alexander-florucz,24,0,0,Pro League,Domestic League,2025/2026,2025,2026,0,https://footystats.org/players/austria/raul-alexander-florucz,2572,-1,Midfielder,90,0,90,992156400,Austria,eu,2,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,90,0,0,0,45,0,0,0,-1,-1,-1,15,1754765100,
959262,14937,Cristian Makaté Bokoya,Cristian,Makaté Bokoya,Cristian Makaté Bokoya,cristian-makate-bokoya,22,178,0,Pro League,Domestic League,2025/2026,2025,2026,0,https://footystats.org/players/equatorial-guinea/cristian-makate-bokoya,2572,-1,Forward,180,0,180,1032591600,Equatorial Guinea,eu,2,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,90,0,0,0,90,0,0,0,-1,-1,-1,14,0,
192577,14937,Adem Zorgane,Adem,Zorgane,Adem Zorgane,adem-zorgane,25,0,0,Pro League,Domestic League,2025/2026,2025,2026,0,https://footystats.org/players/algeria/adem-zorgane,2572,-1,Midfielder,180,0,180,947145600,Algeria,eu,2,0,2,1,0,1,0,0,0,2,0,2,1,1,0,0,0,-1,1,0.5,0.5,0,0,0.5,180,1,90,1,1,0,90,180,180,0.5,-1,-1,-1,2,1754765100,
4303,14937,Sofiane Boufal,Sofiane,Boufal,Sofiane Boufal,sofiane-boufal,31,175,60,Pro League,Domestic League,2025/2026,2025,2026,0,https://footystats.org/players/morocco/sofiane-boufal,2572,-1,Forward,180,0,180,748249200,Morocco,eu,2,0,2,0,0,0,0,0,0,2,0,2,1,1,0,0,0,-1,0.5,0.5,0,0,0,0,0,1,90,0,0,0,90,0,180,0,-1,-1,-1,11,0,
191651,14937,Henok Teklab,Henok,Teklab,Henok Teklab,henok-teklab,26,0,0,Pro League,Domestic League,2025/2026,2025,2026,0,https://footystats.org/players/eritrea/henok-teklab,2572,-1,Midfielder,90,0,90,911203200,Eritrea,eu,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,90,0,0,0,90,0,0,0,-1,-1,-1,12,0,
909158,14937,Mamadou Thierno Barry,Mamadou Thierno,Barry,Mamadou Thierno Barry,mamadou-thierno-barry,0,0,0,Pro League,Domestic League,2025/2026,2025,2026,0,https://footystats.org/players/senegal/mamadou-thierno-barry,2572,-1,Defender,180,0,180,0,Senegal,eu,2,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,90,0,0,0,90,0,0,0,-1,-1,-1,4,0,
959261,14937,Giorgi Kavlashvili,Giorgi,Kavlashvili,Giorgi Kavlashvili,giorgi-kavlashvili,18,195,0,Pro League,Domestic League,2025/2026,2025,2026,0,https://footystats.org/players/georgia/giorgi-kavlashvili,2572,-1,Goalkeeper,90,0,90,1169625600,Georgia,eu,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,90,0,0,0,90,0,0,0,-1,-1,-1,10,0,
750590,14937,Anan Khalaili,Anan,Khalaili,Anan Khalaili,anan-khalaili,21,0,0,Pro League,Domestic League,2025/2026,2025,2026,0,https://footystats.org/players/israel/anan-khalaili,2572,-1,Forward,180,0,180,1078819200,Israel,eu,2,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,90,1,1,0,90,180,0,0.5,-1,-1,-1,9,1754765100,
10098,14937,Ross James Sykes,Ross James,Sykes,Ross Sykes,ross-sykes,26,196,73,Pro League,Domestic League,2025/2026,2025,2026,0,https://footystats.org/players/england/ross-sykes,2572,-1,Defender,180,0,180,922435200,England,eu,2,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,90,1,1,0,90,180,0,0.5,-1,-1,-1,8,0,
71248,14937,Dávid Hrnčár,Dávid,Hrnčár,David Hrnčár,david-hrncar,27,186,0,Pro League,Domestic League,2025/2026,2025,2026,0,https://footystats.org/players/slovakia/david-hrncar,669388,-1,Defender,180,0,180,881740800,Slovakia,eu,3,1,2,0,0,0,1,0,1,3,0,3,0,0,0,0,0,-1,0,0,0,33,0,0,0,1.5,60,0,0,0,60,0,0,0,-1,-1,-1,2,1753538400,
50442,14937,Aurélien Scheidler,Aurélien,Scheidler,Aurélien Scheidler,aurelien-scheidler,27,192,90,Pro League,Domestic League,2025/2026,2025,2026,0,https://footystats.org/players/france/aurelien-scheidler,669388,-1,Forward,180,90,90,896943600,France,eu,3,1,2,0,0,0,1,0,1,1,0,1,0,0,0,0,0,-1,0,0,0,33,0,0,0,0.5,180,1,1,0,60,180,0,0.5,-1,-1,-1,13,1754678700,
691352,14937,Luc Marijnissen,Luc,Marijnissen,Luc Marijnissen,luc-marijnissen,22,0,0,Pro League,Domestic League,2025/2026,2025,2026,0,https://footystats.org/players/netherlands/luc-marijnissen,669388,-1,Defender,270,90,180,1042099200,Netherlands,eu,3,1,2,0,0,0,1,0,1,3,0,3,0,0,0,0,0,-1,0,0,0,33,0,0,0,1,90,0,0,0,90,0,0,0,-1,-1,-1,20,1754678700,
21613,14937,Nathan Rodes,Nathan,Rodes,Nathan Rodes,nathan-rodes,27,191,0,Pro League,Domestic League,2025/2026,2025,2026,0,https://footystats.org/players/belgium/nathan-rodes,669388,-1,Midfielder,180,90,90,881827200,Belgium,eu,3,1,2,0,0,0,1,0,1,1,0,1,0,0,0,0,0,-1,0,0,0,33,0,0,0,0.5,180,0,0,0,60,0,0,0,-1,-1,-1,19,1754678700,
698644,14937,Malcolm Viltard,Malcolm,Viltard,Malcolm Viltard,malcolm-viltard,22,0,0,Pro League,Domestic League,2025/2026,2025,2026,0,https://footystats.org/players/france/malcolm-viltard,669388,-1,Midfielder,180,90,90,1035442800,France,eu,3,1,2,0,0,0,1,0,1,2,0,2,0,0,0,0,0,-1,0,0,0,33,0,0,0,1,90,1,1,0,60,180,0,0.5,-1,-1,-1,18,1754678700,
745646,14937,Fabio Ferraro,Fabio,Ferraro,Fabio Ferraro,fabio-ferraro,22,0,0,Pro League,Domestic League,2025/2026,2025,2026,0,https://footystats.org/players/belgium/fabio-ferraro,669388,-1,Forward,180,90,90,1031036400,Belgium,eu,3,1,2,0,0,0,1,0,1,1,0,1,1,0,1,0,0,-1,0.5,0.5,0,33,0,0,0,0.5,180,0,0,0,60,0,180,0,-1,-1,-1,17,1754678700,
21581,14937,Joedrick Pupe,Joedrick,Pupe,Joedrick Pupe,joedrick-pupe,28,189,76,Pro League,Domestic League,2025/2026,2025,2026,0,https://footystats.org/players/belgium/joedrick-pupe,669388,-1,Defender,180,90,90,865407600,Belgium,eu,3,1,2,0,0,0,1,0,1,2,0,2,0,0,0,0,0,-1,0,0,0,33,0,0,0,1,90,1,1,0,60,180,0,0.5,-1,-1,-1,16,1754678700,
138754,14937,Kobe Cools,Kobe,Cools,Kobe Cools,kobe-cools,28,192,0,Pro League,Domestic League,2025/2026,2025,2026,0,https://footystats.org/players/belgium/kobe-cools,669388,-1,Defender,270,90,180,869814000,Belgium,eu,3,1,2,0,0,0,1,0,1,3,0,3,0,0,0,0,0,-1,0,0,0,33,0,0,0,1,90,0,0,0,90,0,0,0,-1,-1,-1,15,1753538400,
84730,14937,Roman Květ,Roman,Květ,Roman Květ,roman-kvet,27,0,0,Pro League,Domestic League,2025/2026,2025,2026,0,https://footystats.org/players/czech-republic/roman-kvet,669388,-1,Midfielder,90,0,90,882345600,Czech Republic,eu,3,1,2,1,0,1,1,0,1,1,0,1,0,0,0,0,0,-1,1,0,1,33,0,1,90,1,90,0,0,0,30,0,0,0,-1,-1,-1,1,1754678700,
14650,14937,Michael Verrips,Michael,Verrips,Michael Verrips,michael-verrips,28,195,85,Pro League,Domestic League,2025/2026,2025,2026,0,https://footystats.org/players/netherlands/michael-verrips,669388,-1,Goalkeeper,270,90,180,849600000,Netherlands,eu,3,1,2,0,0,0,1,0,1,3,0,3,0,0,0,0,0,-1,0,0,0,33,0,0,0,1,90,0,0,0,90,0,0,0,-1,-1,-1,14,1754678700,
706825,14937,Noah Mbamba,Noah,Mbamba,Noah Mbamba,noah-mbamba,20,0,0,Pro League,Domestic League,2025/2026,2025,2026,0,https://footystats.org/players/belgium/noah-mbamba,669388,-1,Defender,0,0,0,1104912000,Belgium,eu,3,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1754678700,
788413,14937,Krzysztof Koton,Krzysztof,Koton,Krzysztof Koton,krzysztof-koton,22,0,0,Pro League,Domestic League,2025/2026,2025,2026,0,https://footystats.org/players/poland/krzysztof-koton,669388,-1,Midfielder,270,90,180,1053154800,Poland,eu,3,1,2,0,0,0,1,0,1,3,0,3,0,0,0,0,0,-1,0,0,0,33,0,0,0,1,90,0,0,0,90,0,0,0,-1,-1,-1,11,0,
672518,14937,Bruny Nsimba,Bruny,Nsimba,Bruny Nsimba,bruny-nsimba,25,0,0,Pro League,Domestic League,2025/2026,2025,2026,0,https://footystats.org/players/belgium/bruny-nsimba,669388,-1,Forward,180,90,90,954918000,Belgium,eu,2,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,-1,0,0,0,50,0,0,0,0.5,180,0,0,0,90,0,0,0,-1,-1,-1,12,0,
113907,14937,Bryan Goncalves,Bryan,Goncalves,Bryan Goncalves,bryan-goncalves,29,0,0,Pro League,Domestic League,2025/2026,2025,2026,0,https://footystats.org/players/france/bryan-goncalves,669388,-1,Defender,270,90,180,837759600,France,eu,3,1,2,0,0,0,0,0,0,3,0,3,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,90,0,0,0,90,0,0,0,-1,-1,-1,3,0,
824935,14937,Nail Moutha-Sebtaoui,Nail,Moutha-Sebtaoui,Nail Moutha-Sebtaoui,nail-moutha-sebtaoui,19,0,0,Pro League,Domestic League,2025/2026,2025,2026,0,https://footystats.org/players/belgium/nail-moutha-sebtaoui,669388,-1,Defender,270,90,180,1132214400,Belgium,eu,3,1,2,0,0,0,0,0,0,3,0,3,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,90,0,0,0,90,0,0,0,-1,-1,-1,10,0,
843019,14937,Desmond Acquah,Desmond,Acquah,Desmond Acquah,desmond-acquah,23,0,0,Pro League,Domestic League,2025/2026,2025,2026,0,https://footystats.org/players/belgium/desmond-acquah,669388,-1,Midfielder,180,90,90,1027407600,Belgium,eu,2,1,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,90,0,0,0,90,0,0,0,-1,-1,-1,9,0,
597227,14937,Jordan Attah Kadiri,Jordan Attah,Kadiri,Jordan Attah Kadiri,jordan-attah-kadiri,25,182,0,Pro League,Domestic League,2025/2026,2025,2026,0,https://footystats.org/players/nigeria/jordan-attah-kadiri,669388,-1,Forward,90,90,0,952761600,Nigeria,eu,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,-1,-1,-1,8,0,
605556,14937,Guillaume Dietsch,Guillaume,Dietsch,Guillaume Dietsch,guillaume-dietsch,24,184,74,Pro League,Domestic League,2025/2026,2025,2026,0,https://footystats.org/players/france/guillaume-dietsch,669388,-1,Goalkeeper,270,90,180,987490800,France,eu,3,1,2,0,0,0,0,0,0,3,0,3,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,90,0,0,0,90,0,0,0,-1,-1,-1,7,0,
959922,14937,Ryan Adewusi,Ryan,Adewusi,Ryan Adewusi,ryan-adewusi,20,0,0,Pro League,Domestic League,2025/2026,2025,2026,0,https://footystats.org/players/belgium/ryan-adewusi,669388,-1,Forward,270,90,180,1107504000,Belgium,eu,3,1,2,0,0,0,0,0,0,3,0,3,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,90,0,0,0,90,0,0,0,-1,-1,-1,6,0,
